clean_title,sentiment_from_rating
Best earphones in this bugut,2
Good as per price,2
Value buy,2
Go for it,2
Good only to listen to music,2
Average,2
Ok product,2
Cheeper quality,2
Okay product,2
Not bad,2
Package Opened Already,2
so so product,2
Average quality,2
Avg,2
Broke down within an year Highly Disappointed,2
Good build quality have to add sound adjusting buttons,2
Average quality,2
Earphone not working,2
Price high,2
Not too good Not too bad,2
ok ok product,2
Good,2
Nice product,2
It is amazing,2
Boat earphone,2
do not buy the product,2
You can skip this product,2
Good product,2
Good not bad,2
Nice product,2
Better to go for mi,2
Good,2
Just OK,2
Not that expected Level,2
Nice,2
Excellent sound quality,2
Mic is not working within 2 months,2
Not yet,2
Headset,2
Good,2
Useful,2
Good,2
Good product,2
Quality is not good,2
It is not that much good,2
Good,2
Not that good,2
Ok,2
Bad,2
Not as expected,2
Value for money,2
Sound quality is good but the product is unable to reduce noise,2
Buy nice product,2
It doesnot last for long,2
BUILT QUALITY NOT GOOD REVIEW AFTER 1 YEAR USE,2
Good enough,2
Sound is okay but stopped working,2
It is good but echo sound when playing games,2
Good products,2
Okay for tour budget,2
design,2
Mic Problem,2
Okay,2
Average,2
Good product,2
Good sound quality but too low in built mic,2
Best in low budget,2
Average,2
G,2
Good,2
Good Earphone 399rs,2
Disfunctioning of product,2
Not good,2
Amazing Sound Quality However one side stopped working completely,2
Poor quality,2
It does have any exchange offer,2
Fastest delivery in my village,2
Average performance,2
Good,2
Basic earphones,2
Average headphone,2
Stopped working after 3 months,2
Bhai bass sound build quality comfortable ekdum sahi he swaad ata he gaana sunne mai lelo,2
Average,2
Not that good,2
Ok product,2
So so,2
Mixed Reaction,2
Not as per expectations,2
Bass is not ok,2
Not bad service,2
Some what at this price,2
Good product,2
Sounds Awesome But Not That Durable,2
Just okay for this price Rs 359,2
Not good at all,2
Headset not working,2
Good but not best,2
Good,2
Basic,2
Value of money,2
Nice and good,2
Good but not for all,2
Good,2
Slips out,2
Right earphone not working properly,2
Worth money,2
Average product,2
Good product but bass not so good and sound so loudly,2
Waste of money,2
Overall good experience,2
Hurting ears,2
Good quality,2
Good,2
Nice earphones,2
Nice product,2
Good,2
Good,2
Sound quality and reasonable price,2
Sound quality is not good,2
Its a normal one and no special in it,2
Handy,2
Avg pdt,2
Good,2
Good,2
Not bad,2
Somewhat Good,2
West of money,2
Average,2
Too sharp sound,2
Sound quality is not good,2
Nice,2
Not a daily usable product,2
Sound awesome but wire quality is weak,2
Average product,2
above 350 not recommended,2
Ok Earphone,2
Average,2
Earphone is below average,2
Best speaker but worst mic,2
Not up to the mark,2
Not satisfied,2
Value of money,2
Ok,2
Red not good,2
All good,2
Hurt ears and sound is like needle in ears,2
Sound is Good not the bass in specific,2
not that great,2
Not bad,2
3,2
Black color is better than this red,2
Stylish but short on performance,2
Microphone not nice,2
Headphone 225,2
Boat headset,2
OK Types,2
In 4 5 months mic will stop working in next few months speakers too its good for 6 7months use,2
Nice product,2
Improve jeck wire connection,2
Good product,2
Average,2
Sound quality not good,2
Stopped working in 7 months,2
Replacement,2
Decent,2
Not too good,2
Awesome look,2
Rreview after a year,2
There is no bass in it,2
Worth buying,2
Avarage,2
Good,2
Quality,2
Good customer service,2
Average product,2
Ok,2
Clear Sound but pathetic customer support,2
Average Better Options Might Be Out there,2
Not that good,2
Good Sound But Poor Mic Quality,2
Good but only for some time use warranty carefully,2
Half good half ok,2
Does not fit good in ear,2
not the best,2
boat earphone,2
One plus 6t,2
Build quality is cheap and not reliable Recommended to carefu users,2
The fitting is not good,2
Value for money,2
Thin wire,2
Nice product,2
Made in China,2
Just ok,2
Average bass,2
average product,2
Above average for the price range,2
Fisrt copy,2
Worst sound quality,2
mid range good product,2
Very good,2
No Tangles problem,2
Not good,2
Poor bass quality,2
Avrag,2
No Extra Ear buds provided by Amazon,2
Good not for loud listeners,2
Nice product,2
Good,2
I need replacement,2
Good for Rs 399,2
Average quality of the product,2
Worth the money,2
Worth the money spent,2
Earphone,2
it is good but stopped working,2
Made in china product,2
It could be better at that price,2
Average,2
Nice,2
One of the the plug is having low sound output,2
Sound volume,2
god,2
No bass earphone,2
Good,2
Good product,2
Not excellent but does good job under this price range,2
Not working,2
Very much average quality,2
I am not able to hear right earphone,2
Nice,2
Is not powerful,2
Average Standards,2
Fine Product,2
Great for this budget Issue with body,2
Amazing sound quality but,2
nice,2
Wire quality is not good,2
Worst packaging only for base lovers,2
Higher prize,2
Worst one,2
Good deal for the price,2
Wire quality,2
No base quality and voice coming from bids are soo sharp no soft quality in earphones,2
Okayish product but stopped working fast,2
disappointed,2
Good,2
Read before you buy,2
Average,2
Good Product,2
Not that great ok for its cost,2
Good,2
Worst,2
Average,2
Better,2
Bassheads without much bass,2
Mic quality,2
Poor sound quality,2
I am not satisfied with this product,2
No bass at all,2
Not value for money,2
Noise cancellation is v poor Not for mee,2
boat,2
Quality Not Not Justify the Price,2
design quality best,2
good,2
Not of music lovers,2
Just ok,2
Average quality sound,2
I don t like ear piece difficult to plug in,2
Good,2
IT IS VERY HANDY,2
Bass quality,2
Not very happy with product,2
At your own risk,2
Not sutble to music lovers,2
GOOD,2
Good,2
Not much good,2
Good,2
Did not last long spoilt in 2 months,2
Okay headphones,2
Okay,2
Good product at this price,2
Product problem,2
It will not last long Stopped working in 3 months,2
average,2
POOR SOUND QUALITY,2
Good purchase at this price but not much comfortable,2
Mic default,2
Not soo good,2
Sound quality gud,2
Decent Earphone,2
Good product,2
Not Too Good,2
Bass low treble high clarity good,2
Just alright,2
As per cost is ok,2
Unsatisfied,2
Waste of money,2
Sound is Good But Mic Quality Is Poor,2
Mic button not working,2
Regarding product warranty,2
Awesome,2
Average sound quality,2
Ravi yaDav,2
Do not BUY this if you play PUBG,2
Not Bad,2
It is okay,2
Only for 3months,2
In budget price it was the best option,2
It drops from the ears regularly,2
Warranty,2
otherwise its a good,2
The worst product I want to replace it,2
Waste of money,2
Expected more noise isolation,2
Ok ok product,2
Awesome,2
Price is High compare to Product,2
Sound quality not good,2
Bass quality is ok,2
Thanks,2
Good,2
Very excellent,2
Not good,2
Average,2
Go for BOAT 225 bassheads instead of BOAT 100,2
Not worth,2
The best at this price,2
Ok Ok,2
Good Product,2
Poor quality,2
Nice but,2
Good,2
Sound quality similar to that of street headphone,2
Not so satisfying,2
Ordinary headphones,2
I want service,2
Average quality,2
Boat headset,2
Average,2
Warranty issue,2
Not upto the mark,2
Earphones is good however the button does not work,2
Sound quality,2
Can afford to buy,2
Not so good for calling,2
Overall good item but mic Gives a problem,2
It is okay,2
not so gokd,2
Longevity is a question,2
Good,2
sounds get low after months,2
It is okay for the price,2
Earphones,2
Not worked more than 5 months but i bought it again,2
Do Not buy the pink ones,2
Average,2
Good and durable product from boat,2
Average,2
Worst experience,2
Good product,2
Exaggerated description,2
Sound No good,2
Good headset but not satisfied with the bass,2
Worth the money,2
Average product,2
Osm,2
5 months working head phone,2
Do not buy,2
Yes,2
Okay product Nothing great,2
Poor Quality Headphone,2
Ok type,2
Not as expected,2
Not bad,2
Agter few months one is working another one is not working,2
Very nice,2
Nice,2
Unsatisfied,2
Economic,2
It does not contain volume control,2
Number apo call karu,2
Mediocre,2
Ok type,2
Good,2
Good sound,2
Product is not durable,2
design is sharp,2
Average,2
Value for money,2
Not recommended,2
Nice one,2
Worth for price,2
Good for a month only,2
Basic product quality,2
Ok,2
Beat best best,2
Good,2
Ok,2
Budget model,2
Stopped working,2
Abhishek,2
Fair enough,2
Short time use product,2
Not satisfied,2
Nice,2
Ok ok good,2
Good,2
Mic is not good,2
Ok not very good,2
Not bad also not too good,2
Not that great,2
no bass,2
The left side suddenly stopped working after 10 months,2
Better,2
Sound,2
Not comfortable,2
Nice,2
poor built quality,2
sound ok build quality poor,2
Good products,2
okayish,2
Soso,2
Do not expect high,2
For someone you needs muddy bass and listens to a lot of Hip Hop music,2
Average,2
Good for hearing only,2
Fabulous and mesmerizing things,2
Nice,2
Only 7 months guarantee,2
Overall good product,2
Sound good,2
Good,2
Buy it at your own risk,2
Do not expect much quality,2
Good quality,2
Good product in 350,2
Not of good quality,2
Good,2
Stop working in 4th month,2
Not happy with the bass,2
Not good bass,2
Good for short term use,2
One side is not working,2
Poor quality,2
Good product but not too good buy with good review,2
Good,2
Good one,2
Bad quality,2
Bass is not that great,2
Good earphone but not for bass lover,2
only show off not for music lover,2
Can improve a lot,2
Product issue in warranty period,2
Review,2
Not good sound,2
Very delicate to use,2
value for money,2
Good product,2
Headset,2
Decent sound quality but cheap build quality,2
Not durable very delicate,2
improve bass quality,2
Faced problem,2
Like a normal one,2
Average product,2
BoAt earphone,2
Gd product low cost,2
Ok ok,2
Nice,2
Mi better,2
Good,2
good,2
Compromise with Comfort,2
With This pricing I will say Not a bad choice,2
Lost earphone,2
Average,2
Ok but bad package,2
Works for 6 or 8 months,2
Not bad,2
Okay kind of product,2
Good,2
Disappointed,2
Good,2
Not bad,2
Product is overall average,2
Good,2
ok product,2
Osm,2
Pathetic post sale service,2
Good But not much,2
Oh,2
Nice product,2
Ok,2
Good,2
Please Be more sure about the quality,2
OK OK type,2
Not worth,2
Good but not the best,2
Please help me my earphones are in warranty and not working,2
Not too loud Quite appropriate,2
Value for Money,2
The wire quality is very poor,2
Bass not good,2
Replacement required,2
Not longlusting,2
Ok product for this price,2
It is ok not so bad,2
Ok ok,2
Good product,2
Not good,2
Good,2
Waste of money,2
Good,2
Pin bends,2
It is okk,2
Average,2
Overall good can wear it for like half an hour,2
value for money,2
Nice,2
Explore some other options,2
Not good But okayish,2
Compliant,2
No bass,2
Average Quality,2
Okayish,2
Good,2
Nice earphone but not mony value,2
Check the quality of jack and wires,2
Wire is soild,2
It is treble is high and sound quality can be improved,2
average product with a dysfunctional mic,2
Good,2
Ok,2
Good,2
Average product,2
Works fine for only a year,2
Voice quality is not good,2
Go for another model,2
Good quality,2
Cheap but bad sound quality,2
Loved it but not,2
Not so good at all,2
Did not like it,2
Not appropriate for regular user,2
Good for Ear very bad for voice,2
packing good,2
Not Bad,2
Ok ok,2
Not so good,2
Same thing happened if you will buy guaranteed,2
Recieved just now,2
Naiya boat doob Gaya,2
Not bad medium sound quality,2
not up to the mark,2
Good,2
Waste of money product,2
NOT SO GOOD,2
Not good,2
Good for medium range earphones,2
Not Happy,2
No bass feeling and ear buds pain for ear,2
Good earphone,2
Low mic captivity,2
It is not that great sound quality is ok ok,2
Okay,2
Very good,2
Satisfactory,2
Just ok,2
Not satisfied,2
Okay,2
Go for a better product,2
not so worth the buy,2
FINALLY,2
Delicate,2
Average,2
a Fine product,2
Good bass and good sound,2
Wire material getting cracked,2
Boat Service Excellent,2
Not satisfied with this new product of boAt,2
Not working after 4 months,2
Nice one but they will not last than a year,2
Built Quality is Good but after sales support not good Also product does not last long,2
Pretty Decent,2
I did not like,2
GOOD BUT NOT THE BEST,2
Best for 349rs lighting deal otherwise average product,2
Excellent visuals Moderate sound quality,2
Worse sound quality,2
Just ok,2
Sounds good,2
Uncomfortable,2
Value for money,2
Not good,2
After 2 mounths it got damage,2
Not value for money,2
Product replacement,2
Czfvn,2
not adjust everybody,2
Instead go for mi in ear at same price,2
Its Made in China Product,2
Avg,2
Nice,2
Not bad,2
Technical problem,2
Ok,2
BIG NO NO TO THIS,2
Lasted only 6 month,2
Good,2
AFTER 6 MONTHS OF USAGE,2
Product review,2
Boat earphones review,2
Value for money,2
Yaa good,2
Not good not bad,2
Pin not connect properly with mobile,2
Quality,2
Poor bass,2
Material not good,2
Defective product received,2
Boat Bassless,2
Average Earphones,2
Overall good,2
Not satisfied,2
